0.000000,0.000000
0.000858,0.010000
0.006258,0.020000
0.023020,0.030000
0.058499,0.040000
0.117624,0.050000
0.201151,0.060000
0.305064,0.070000
0.420922,0.080000
0.536961,0.090000
0.639677,0.100000
0.715640,0.110000
0.753277,0.120000
0.744424,0.130000
0.685455,0.140000
0.577896,0.150000
0.428453,0.160000
0.248480,0.170000
0.052942,0.180000
-0.141007,0.190000
-0.315675,0.200000
-0.454560,0.210000
-0.543973,0.220000
-0.574399,0.230000
-0.541470,0.240000
-0.446454,0.250000
-0.296214,0.260000
-0.102650,0.270000
0.118339,0.280000
0.348265,0.290000
0.567709,0.300000
0.758062,0.310000
0.903216,0.320000
0.991024,0.330000
1.014406,0.340000
0.972004,0.350000
0.868324,0.360000
0.713345,0.370000
0.521639,0.380000
0.311076,0.390000
0.101230,0.400000
-0.088368,0.410000
-0.239974,0.420000
-0.339227,0.430000
-0.376426,0.440000
-0.347408,0.450000
-0.253921,0.460000
-0.103469,0.470000
0.091349,0.480000
0.313972,0.490000
0.545343,0.500000
0.765621,0.510000
0.955945,0.520000
1.100123,0.530000
1.186078,0.540000
1.206926,0.550000
1.161593,0.560000
1.054912,0.570000
0.897189,0.580000
0.703286,0.590000
0.491291,0.600000
0.280907,0.610000
0.091686,0.620000
-0.058713,0.630000
-0.156102,0.640000
-0.191035,0.650000
-0.159646,0.660000
-0.064002,0.670000
0.088090,0.680000
0.283772,0.690000
0.506292,0.700000
0.736491,0.710000
0.954520,0.720000
1.141613,0.730000
1.281758,0.740000
1.363136,0.750000
1.379169,0.760000
1.329110,0.770000
1.218112,0.780000
1.056765,0.790000
0.860150,0.800000
0.646493,0.810000
0.435535,0.820000
0.246771,0.830000
0.097709,0.840000
0.002301,0.850000
-0.030298,0.860000
0.003450,0.870000
0.101150,0.880000
0.254688,0.890000
0.450956,0.900000
0.673022,0.910000
0.901642,0.920000
1.116981,0.930000
1.300385,0.940000
1.436043,0.950000
1.512405,0.960000
1.523209,0.970000
1.468041,0.980000
1.352377,0.990000
1.187086,1.000000
0.987465,1.010000
0.771870,1.020000
0.560076,1.030000
0.371513,1.040000
0.223526,1.050000
0.129829,1.060000
0.099281,1.070000
0.135090,1.080000
0.234531,1.090000
0.389185,1.100000
0.585694,1.110000
0.806955,1.120000
1.033645,1.130000
1.245949,1.140000
1.425331,1.150000
1.556185,1.160000
1.627233,1.170000
1.632531,1.180000
1.572001,1.190000
1.451436,1.200000
1.281985,1.210000
1.079156,1.220000
0.861429,1.230000
0.648608,1.240000
0.460050,1.250000
0.312936,1.260000
0.220738,1.270000
0.192012,1.280000
0.229638,1.290000
0.330560,1.300000
0.486059,1.310000
0.682534,1.320000
0.902714,1.330000
1.127200,1.340000
1.336203,1.350000
1.511308,1.360000
1.637120,1.370000
1.702638,1.380000
1.702238,1.390000
1.636176,1.400000
1.510563,1.410000
1.336822,1.420000
1.130668,1.430000
0.910700,1.440000
0.696745,1.450000
0.508083,1.460000
0.361725,1.470000
0.270895,1.480000
0.243849,1.490000
0.283135,1.500000
0.385367,1.510000
0.541528,1.520000
0.737776,1.530000
0.956678,1.540000
1.178767,1.550000
1.384287,1.560000
1.554948,1.570000
1.675568,1.580000
1.735426,1.590000
1.729218,1.600000
1.657534,1.610000
1.526803,1.620000
1.348722,1.630000
1.139206,1.640000
0.916970,1.650000
0.701855,1.660000
0.513061,1.670000
0.367424,1.680000
0.277918,1.690000
0.252494,1.700000
0.293368,1.710000
0.396827,1.720000
0.553557,1.730000
0.749476,1.740000
0.966995,1.750000
1.186586,1.760000
1.388526,1.770000
1.554660,1.780000
1.670025,1.790000
1.724180,1.800000
1.712148,1.810000
1.634850,1.820000
1.499033,1.830000
1.316659,1.840000
1.103842,1.850000
0.879407,1.860000
0.663207,1.870000
0.474350,1.880000
0.329496,1.890000
0.241362,1.900000
0.217593,1.910000
0.260073,1.920000
0.364761,1.930000
0.522051,1.940000
0.717630,1.950000
0.933755,1.960000
1.150839,1.970000
1.349202,1.980000
1.510826,1.990000
1.620969,2.000000
1.669479,2.010000
1.651700,2.020000
1.568889,2.030000
1.428106,2.040000
1.241579,2.050000
1.025613,2.060000
0.799138,2.070000
0.582012,2.080000
0.393250,2.090000
0.249327,2.100000
0.162704,2.110000
0.140715,2.120000
0.184912,2.130000
0.290929,2.140000
0.448868,2.150000
0.644187,2.160000
0.858995,2.170000
1.073654,2.180000
1.268530,2.190000
1.425749,2.200000
1.530795,2.210000
1.573803,2.220000
1.550445,2.230000
1.462310,2.240000
1.316767,2.250000
1.126309,2.260000
0.907428,2.270000
0.679154,2.280000
0.461344,2.290000
0.272916,2.300000
0.130155,2.310000
0.045261,2.320000
0.025255,2.330000
0.071359,2.340000
0.178880,2.350000
0.337635,2.360000
0.532853,2.370000
0.746503,2.380000
0.958898,2.390000
